"PAYMENT_NO_INTERNET_TIP";"Eсли у вас нет мобильного телефона с доступом в интернет то обратитесь, пожалуйста, к администратору для получения ключа";"If you do not have a cell phone with internet access, please contact the administrator to get the key";"如果你没有可以上网的手机，请联系管理员获取钥匙。"
"BACK_TO_MAIN";"Вернуть на главную";"Back to the main page";"返回主页面"
"CLOSE_SESSION";"Завершить сессию";"End the session";"结束会议"
"PAYMENT_ERROR_HEADING";"Произошла ошибка";"There was an error";"出现了一个错误"
"PAYMENT_ERROR_TIP";"Произошла ошибка. Попробуйте оплатить бронирование еще раз. Если ошибка не пропадет, начните оформление заново";"There was an error. Try to pay again. If the error persists, start again";"出现了一个错误。试着重新支付。如果错误持续存在，请重新开始"
"PAYMENT_ERROR_REPEAT";"Повторить оплату";"Repeat payment";"重复支付"
"PRINT_ERROR";"Ошибка печати. Пожалуйста, повторите.";"Printing error. Please try again.";"打印错误。请再试一次。"
"PRINT_ERROR_CONTACT_US";"Пожалуйста, свяжитесь с нашим сотрудником по телефону +7 910 487 0225";"Please contact technical support at +7 910 487 0225";"请联系技术支持：+7 910 487 0225"
"BOOKING_NAME_ERROR";"Введите имя";"Enter name";"输入名称"
"BOOKING_SURNAME_ERROR";"Введите фамилию";"Enter surname";"输入姓氏 "
"BOOKING_PHONE_ERROR";"Введите номер телефона";"Enter phone number";"输入电话号码 "
"BOOKING_INCORRECT_EMAIL_ERROR";"Введите корректный e-mail";"Enter valid e-mail";"请输入有效电子邮件 "
"BOOKING_EMAIL_ERROR";"Введите e-mail";"Enter e-mail";"输入电子邮件 "
"BOOKING_MANDATORY_FIELD_ERROR";"Обязательное поле";"Mandatory field";"必填字段 "
"BOOKING_CHOOSE_OPTION_ERROR";"Выберите один из вариантов";"Choose one of the options";"选择其中一个选项 "
